web-scraper-order,web-scraper-start-url,select-brands,select-brands-href,aaaaaaaaaaaaaaaaa,aaaaaaaaaaaaaaaaa-href,name,price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size
"1689379145-11","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith El Primero Chronomaster

Range Rover 42mm



$7,119

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-el-primero-chronomaster-range-rover-42mm--id24880355.htm","Zenith El Primero Chronomaster
Range Rover 42mm","$7,119","Zenith","El Primero Chronomaster","24.2040.400/27.R797","Automatic","Ceramic","Calf skin","2023","Unworn","Men's watch/Unisex","42 mm"
"1689379149-12","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Star

Elite Heritage Star 37mm



$7,234

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-elite-heritage-star-37mm--id24876331.htm","Zenith Star
Elite Heritage Star 37mm","$7,234","Zenith","Star","16.1925.692/01.C725","Automatic","Steel","Crocodile skin","2023","Unworn","Men's watch/Unisex","37 mm"
"1689379151-13","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Revival Shadow 37mm



$7,499

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-revival-shadow-37mm--id29476249.htm","Zenith Defy
Revival Shadow 37mm","$7,499","Zenith","Defy","97.A3642.670/21.M3642","Automatic","Titanium","Titanium","2023","Unworn","Men's watch/Unisex","37 mm"
"1689379154-14","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith El Primero Chronomaster

Revival A384 37mm



$7,695

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-el-primero-chronomaster-revival-a384-37mm--id24876267.htm","Zenith El Primero Chronomaster
Revival A384 37mm","$7,695","Zenith","El Primero Chronomaster","03.A384.400/21.M384","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","37 mm"
"1689379156-15","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith El Primero Chronomaster

Revival A385 37mm



$7,695

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-el-primero-chronomaster-revival-a385-37mm--id24876274.htm","Zenith El Primero Chronomaster
Revival A385 37mm","$7,695","Zenith","El Primero Chronomaster","03.A384.400/385.M385","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","37 mm"
"1689379158-16","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith El Primero Chronomaster

Revival Shadow 37mm



$7,764

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-el-primero-chronomaster-revival-shadow-37mm--id24880473.htm","Zenith El Primero Chronomaster
Revival Shadow 37mm","$7,764","Zenith","El Primero Chronomaster","97.T384.4061/21.C822","Automatic","Titanium","Rubber","2023","Unworn","Men's watch/Unisex","37 mm"
"1689379161-17","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

41mm



$8,385

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-41mm--id24881351.htm","Zenith Defy Skyline
41mm","$8,385","Zenith","Defy Skyline","03.9300.3620/51.I001","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379163-18","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

36mm



$8,431

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-36mm--id29476367.htm","Zenith Defy Skyline
36mm","$8,431","Zenith","Defy Skyline","03.9400.670/18.I001","Automatic","Steel","Steel","2023","Unworn","Women's watch","36 mm"
"1689379166-19","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

36mm



$8,431

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-36mm--id29476417.htm","Zenith Defy Skyline
36mm","$8,431","Zenith","Defy Skyline","03.9400.670/51.I001","Automatic","Steel","Steel","2023","Unworn","Women's watch","36 mm"
"1689379168-20","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

41mm



$8,615

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-41mm--id24881349.htm","Zenith Defy Skyline
41mm","$8,615","Zenith","Defy Skyline","03.9300.3620/01.I001","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379170-21","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith

Chronomaster Original 38mm



$8,730

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-original-38mm--id24876935.htm","Zenith
Chronomaster Original 38mm","$8,730","Zenith","","03.3200.3600/21.C903","","","","2023","Unworn","Men's watch/Unisex","38 mm"
"1689379173-22","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith

Chronomaster Original 38mm



$9,374

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-original-38mm--id24881196.htm","Zenith
Chronomaster Original 38mm","$9,374","Zenith","","03.3200.3600/21.M3200","","","","2023","Unworn","Men's watch/Unisex","38 mm"
"1689379175-23","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$10,110

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id24877517.htm","Zenith Chronomaster Sport
41mm","$10,110","Zenith","Chronomaster Sport","03.3100.3600/21.C822","Automatic","Steel","Rubber","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379177-24","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Classic Skeleton Fusalp Limited Edition 41mm



$10,547

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-classic-skeleton-fusalp-limited-edition-41mm--id27931927.htm","Zenith Defy
Classic Skeleton Fusalp Limited Edition 41mm","$10,547","Zenith","Defy","49.9000.670-1/22.R797","Automatic","Ceramic","Rubber","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379178-25","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$10,685

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id24878287.htm","Zenith Chronomaster Sport
41mm","$10,685","Zenith","Chronomaster Sport","03.3100.3600/69.C823","Automatic","Steel","Rubber","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379182-26","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$11,260

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id24873251.htm","Zenith Chronomaster Sport
41mm","$11,260","Zenith","Chronomaster Sport","03.3100.3600/69.M3100","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379184-27","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$11,375

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880465.htm","Zenith Defy El Primero
21 44mm","$11,375","Zenith","Defy El Primero","95.9000.9004/78.R782","Automatic","Titanium","Rubber","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379186-28","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$11,732

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880401.htm","Zenith Defy El Primero
21 44mm","$11,732","Zenith","Defy El Primero","49.9000.9004/78.R782","Automatic","Ceramic","Rubber","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379188-29","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Elite

Classic 40.5mn



$5,498

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-elite-classic-405mn--id25628606.htm","Zenith Elite
Classic 40.5mn","$5,498","Zenith","Elite","03.3100.670/01.C922","Automatic","Steel","Crocodile skin","2023","Unworn","Men's watch/Unisex","40.5 mm"
"1689379190-30","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$11,962

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24876217.htm","Zenith Defy El Primero
21 44mm","$11,962","Zenith","Defy El Primero","95.9000.9004/78.M9000","Automatic","Titanium","Titanium","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379194-31","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$12,077

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880468.htm","Zenith Defy El Primero
21 44mm","$12,077","Zenith","Defy El Primero","95.9002.9004/78.R590","Automatic","Titanium","Rubber","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379196-32","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Elite Dual Time

Class Elite Dual Time 39mm



$9,075

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-class-elite-dual-time-39mm--id24878960.htm","Zenith Elite Dual Time
Class Elite Dual Time 39mm","$9,075","Zenith","Elite Dual Time","18.1125.682/02.C490","Automatic","Rose gold","Crocodile skin","2023","Unworn","Men's watch/Unisex","39 mm"
"1689379198-33","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$12,594

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24879656.htm","Zenith Defy El Primero
21 44mm","$12,594","Zenith","Defy El Primero","95.9002.9004/78.M9000","Automatic","Titanium","Titanium","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379200-34","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Pilot Type 20 Extra Special

45mm



$6,889

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-pilot-type-20-extra-special-45mm--id24880362.htm","Zenith Pilot Type 20 Extra Special
45mm","$6,889","Zenith","Pilot Type 20 Extra Special","29.2430.4069/57.C808","Automatic","Bronze","Leather","2023","Unworn","Men's watch/Unisex","45 mm"
"1689379204-35","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Midnight 36mm



$7,649

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-midnight-36mm--id24876249.htm","Zenith Defy
Midnight 36mm","$7,649","Zenith","Defy","03.9200.670/01.MI001","Automatic","Steel","Steel","2023","Unworn","Women's watch","36 mm"
"1689379206-36","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880415.htm","Zenith Defy El Primero
21 44mm","Price on request","Zenith","Defy El Primero","95.9000.9004/78.R582","Automatic","Titanium","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379208-37","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

41mm



$14,434

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-41mm--id29431891.htm","Zenith Defy Skyline
41mm","$14,434","Zenith","Defy Skyline","49.9300.3620/21.I001","Automatic","Ceramic","Ceramic","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379211-38","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



 $14,837

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24876350.htm","Zenith Defy El Primero
21 44mm","$14,837","Zenith","Defy El Primero","49.9000.9004/78.M9000","Automatic","Ceramic","Ceramic","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379213-39","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy Skyline

41mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-skyline-41mm--id24881350.htm","Zenith Defy Skyline
41mm","Price on request","Zenith","Defy Skyline","03.9300.3620/21.I001","Automatic","Steel","Steel","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379216-40","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24876318.htm","Zenith Defy El Primero
21 44mm","Price on request","Zenith","Defy El Primero","10.9000.9004/96.R921","Automatic","Carbon","Textile","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379218-41","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$16,217

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id25655585.htm","Zenith Chronomaster Sport
41mm","$16,217","Zenith","Chronomaster Sport","51.3100.3600/69.M3100","Automatic","Gold/Steel","Gold/Steel","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379220-42","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Pilot Type 20 Extra Special

45mm



$6,671

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-pilot-type-20-extra-special-45mm--id25628998.htm","Zenith Pilot Type 20 Extra Special
45mm","$6,671","Zenith","Pilot Type 20 Extra Special","29.2430.679/57.C808","Automatic","Bronze","Leather","2023","Unworn","Men's watch/Unisex","45 mm"
"1689379223-43","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 Ultraviolet 44mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-ultraviolet-44mm--id24880472.htm","Zenith Defy El Primero
21 Ultraviolet 44mm","Price on request","Zenith","Defy El Primero","97.9001.9004/80.R922","Automatic","Titanium","Rubber","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379225-44","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Pilot

Type 20 Chronograph Silver Limited Edition 45mm



$8,799

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-pilot-type-20-chronograph-silver-limited-edition-45mm--id25643975.htm","Zenith Pilot
Type 20 Chronograph Silver Limited Edition 45mm","$8,799","Zenith","Pilot","05.2430.4069/17.I011","Automatic","Silver","Calf skin","2023","Unworn","Men's watch/Unisex","45 mm"
"1689379227-45","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Elite Ultra Thin

40mm



$10,052

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-elite-ultra-thin-40mm--id24876347.htm","Zenith Elite Ultra Thin
40mm","$10,052","Zenith","Elite Ultra Thin","18.2010.681/11.C498","Automatic","Rose gold","Crocodile skin","2023","Unworn","Men's watch/Unisex","40 mm"
"1689379228-46","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$18,172

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id24881367.htm","Zenith Chronomaster Sport
41mm","$18,172","Zenith","Chronomaster Sport","18.3100.3600/69.C920","Automatic","Rose gold","Calf skin","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379231-47","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Extreme Chronograph 45mm



$19,001

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-extreme-chronograph-45mm--id24881365.htm","Zenith Defy
Extreme Chronograph 45mm","$19,001","Zenith","Defy","87.9100.9004/03.I001","Automatic","","","2023","Unworn","Men's watch/Unisex","45 mm"
"1689379235-48","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Classic 41mm



$16,896

+ $233 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-classic-41mm--id24876324.htm","Zenith Defy
Classic 41mm","$16,896","Zenith","Defy","10.9001.670/80.M9000","Automatic","Carbon","","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379237-49","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Midnight 36mm



$7,695

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-midnight-36mm--id25642035.htm","Zenith Defy
Midnight 36mm","$7,695","Zenith","Defy","03.9200.670/03.MI001","Automatic","Steel","Steel","2023","Unworn","Women's watch","36 mm"
"1689379240-50","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24879655.htm","Zenith Defy El Primero
21 44mm","Price on request","Zenith","Defy El Primero","95.9002.9004/78.R584","Automatic","Titanium","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379242-51","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Extreme Carbon 45mm



$22,175

+ $350 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-extreme-carbon-45mm--id25655706.htm","Zenith Defy
Extreme Carbon 45mm","$22,175","Zenith","Defy","10.9100.9004/22.I200","Automatic","Carbon","Rubber","2023","Unworn","Men's watch/Unisex","45 mm"
"1689379245-52","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith

Chronomaster Original 38mm



$11,732

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-original-38mm--id25655504.htm","Zenith
Chronomaster Original 38mm","$11,732","Zenith","","16.3200.3600/02.C907","","","","2023","Unworn","Men's watch/Unisex","38 mm"
"1689379247-53","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Pilot

Cronometro Tipo Cp-2 Flyback 43mm



Price on request

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-pilot-cronometro-tipo-cp-2-flyback-43mm--id24876326.htm","Zenith Pilot
Cronometro Tipo Cp-2 Flyback 43mm","Price on request","Zenith","Pilot","11.2240.405/21.C773","Automatic","Steel","Calf skin","2023","Unworn","Men's watch/Unisex","43 mm"
"1689379249-54","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Classic Rainbow 41mm



$29,214

+ $350 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-classic-rainbow-41mm--id24880369.htm","Zenith Defy
Classic Rainbow 41mm","$29,214","Zenith","Defy","32.9002.670/71.R583","Automatic","Titanium","Crocodile skin","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379252-55","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Fusée Tourbillon Limited Edition 44mm



$65,846

+ $818 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-fusee-tourbillon-limited-edition-44mm--id24876281.htm","Zenith Defy
Fusée Tourbillon Limited Edition 44mm","$65,846","Zenith","Defy","10.9000.4805/78.R916","Manual winding","Carbon","Rubber","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379253-56","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Double Tourbillon 46mm



$102,019

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-double-tourbillon-46mm--id24876321.htm","Zenith Defy
Double Tourbillon 46mm","$102,019","Zenith","Defy","10.9000.9020/79.R918","Automatic","Carbon","Textile","2023","Unworn","Men's watch/Unisex","46 mm"
"1689379257-57","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Chronomaster Sport

41mm



$35,080

+ $468 for shipping





US","https://www.chrono24.com/zenith/zenith-chronomaster-sport-41mm--id25655742.htm","Zenith Chronomaster Sport
41mm","$35,080","Zenith","Chronomaster Sport","18.3101.3600/21.M3100","Automatic","Rose gold","Rose gold","2023","Unworn","Men's watch/Unisex","41 mm"
"1689379259-58","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Fusee Tourbillon Limited Edition 44mm



$84,824

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-fusee-tourbillon-limited-edition-44mm--id24880370.htm","Zenith Defy
Fusee Tourbillon Limited Edition 44mm","$84,824","Zenith","Defy","40.9000.4805/75.R582","Manual winding","Platinum","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379261-59","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Zero G 44mm



$97,418

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-zero-g-44mm--id24880344.htm","Zenith Defy
Zero G 44mm","$97,418","Zenith","Defy","18.9000.8812/79.R584","Manual winding","Rose gold","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379263-60","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$26,338

+ $350 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880348.htm","Zenith Defy El Primero
21 44mm","$26,338","Zenith","Defy El Primero","18.9000.9004/71.R585","Automatic","Rose gold","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379267-61","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$28,064

+ $350 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880365.htm","Zenith Defy El Primero
21 44mm","$28,064","Zenith","Defy El Primero","32.9000.9004/78.R582","Automatic","Titanium","Crocodile skin","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379269-62","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy El Primero

21 44mm



$41,290

+ $468 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-el-primero-21-44mm--id24880346.htm","Zenith Defy El Primero
21 44mm","$41,290","Zenith","Defy El Primero","18.9000.9004/71.M9000","Automatic","Rose gold","Rose gold","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379271-63","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Zero G 44mm



$110,300

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-zero-g-44mm--id24880343.htm","Zenith Defy
Zero G 44mm","$110,300","Zenith","Defy","18.9000.8812/79.M9000","Manual winding","Rose gold","Rose gold","2023","Unworn","Men's watch/Unisex","44 mm"
"1689379274-64","https://www.chrono24.com/","Zenith","https://www.chrono24.com/zenith/index.htm","Zenith Defy

Double Tourbillon Limited Edition 46mm



$126,747

+ $196 for shipping





US","https://www.chrono24.com/zenith/zenith-defy-double-tourbillon-limited-edition-46mm--id24880377.htm","Zenith Defy
Double Tourbillon Limited Edition 46mm","$126,747","Zenith","Defy","40.9000.9020/78.R582","Automatic","Platinum","Crocodile skin","2023","Unworn","Men's watch/Unisex","46 mm"
